Item_ID,Item_Name,Item_Type,Item_Fat_Content,Item_Weight (kg),Item_MRP (₹),Item_Visibility,Outlet_ID,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales (₹),Delivery_Time (mins),Customer_Rating
ITEM0416,Center,Fruits,Low Fat,1.8,251.17,0.081,OUT010,Large,Tier 3,Supermarket Type2,15665.83,37,4.8
ITEM0417,Require,Snacks,Regular,1.8,21.28,0.217,OUT018,Large,Tier 2,Supermarket Type2,19673.62,44,3.5
ITEM0418,Most,Beverages,Low Fat,9.58,426.52,0.054,OUT049,Large,Tier 2,Supermarket Type1,9524.1,51,2.6
ITEM0419,Stop,Snacks,Regular,0.89,113.97,0.171,OUT018,Small,Tier 1,Supermarket Type1,11595.47,33,3.4
ITEM0420,Family,Vegetables,Regular,3.88,243.64,0.163,OUT027,Small,Tier 3,Supermarket Type1,8454.67,40,4.1
ITEM0421,At,Vegetables,Low Fat,1.06,471.73,0.088,OUT010,Large,Tier 1,Supermarket Type1,18993.62,46,3.5
ITEM0422,Include,Vegetables,Low Fat,8.47,39.65,0.14,OUT018,Large,Tier 1,Supermarket Type2,18079.39,12,3.2
ITEM0423,Movement,Snacks,Low Fat,7.18,247.91,0.152,OUT049,Small,Tier 3,Supermarket Type1,9269.53,50,4.1
ITEM0424,Admit,Frozen Foods,Low Fat,6.56,315.1,0.078,OUT049,Small,Tier 3,Supermarket Type1,14241.55,28,4.1
ITEM0425,Particularly,Bakery,Regular,7.19,164.58,0.118,OUT010,Medium,Tier 3,Supermarket Type1,16972.07,35,2.9
ITEM0426,Community,Dairy,Regular,5.19,356.21,0.228,OUT018,Medium,Tier 1,Supermarket Type2,16474.83,43,3.8
ITEM0427,New,Snacks,Low Fat,6.44,374.92,0.068,OUT010,Medium,Tier 3,Supermarket Type1,7068.28,12,3.5
ITEM0428,However,Snacks,Low Fat,0.6,119.5,0.159,OUT018,Small,Tier 2,Supermarket Type1,12562.75,10,3.8
ITEM0429,Wall,Fruits,Low Fat,3.34,371.22,0.025,OUT018,Large,Tier 2,Grocery Store,18303.2,34,3.5
ITEM0430,Evening,Beverages,Regular,7.41,39.48,0.034,OUT049,Small,Tier 2,Supermarket Type2,11518.67,58,3.7
ITEM0431,State,Dairy,Regular,2.38,202.64,0.187,OUT049,Small,Tier 2,Grocery Store,12104.88,56,4.5
ITEM0432,Movie,Fruits,Low Fat,3.08,179.8,0.151,OUT049,Small,Tier 1,Grocery Store,7252.88,26,3.5
ITEM0433,Design,Frozen Foods,Low Fat,9.02,118.47,0.219,OUT027,Medium,Tier 2,Supermarket Type1,13891.91,21,4.5
ITEM0434,Free,Beverages,Regular,3.24,319.56,0.1,OUT018,Small,Tier 2,Supermarket Type1,17519.45,35,4.4
ITEM0435,Field,Dairy,Regular,6.01,195.79,0.13,OUT049,Small,Tier 1,Grocery Store,12745.57,51,5.0
ITEM0436,Discussion,Frozen Foods,Low Fat,4.99,361.99,0.141,OUT018,Medium,Tier 2,Grocery Store,17523.25,23,3.4
ITEM0437,Range,Fruits,Low Fat,8.3,164.6,0.234,OUT027,Large,Tier 1,Supermarket Type1,14533.37,11,4.6
ITEM0438,Unit,Household,Low Fat,7.21,237.84,0.185,OUT049,Large,Tier 1,Supermarket Type2,901.98,40,2.7
ITEM0439,Attention,Frozen Foods,Low Fat,9.36,394.05,0.185,OUT018,Small,Tier 1,Supermarket Type2,6976.7,52,3.5
ITEM0440,None,Vegetables,Regular,4.9,300.0,0.051,OUT013,Small,Tier 2,Grocery Store,17658.61,32,3.3
ITEM0441,Reach,Vegetables,Regular,3.38,230.41,0.022,OUT049,Small,Tier 3,Supermarket Type1,19988.17,20,3.8
ITEM0442,Future,Snacks,Regular,7.75,240.59,0.238,OUT010,Large,Tier 3,Supermarket Type2,18409.97,33,4.9
ITEM0443,Add,Household,Regular,2.42,268.43,0.178,OUT027,Small,Tier 2,Grocery Store,18952.45,28,4.1
ITEM0444,Such,Snacks,Regular,5.86,236.06,0.227,OUT049,Medium,Tier 1,Supermarket Type1,7082.81,50,4.3
ITEM0445,None,Frozen Foods,Regular,7.34,136.52,0.185,OUT027,Medium,Tier 2,Supermarket Type1,14026.28,55,3.0
ITEM0446,Old,Snacks,Regular,0.54,375.78,0.174,OUT010,Large,Tier 3,Supermarket Type1,15983.04,20,4.2
ITEM0447,Work,Vegetables,Low Fat,7.91,427.95,0.228,OUT010,Small,Tier 2,Grocery Store,3727.18,19,3.9
ITEM0448,Then,Household,Low Fat,6.04,393.37,0.193,OUT027,Medium,Tier 2,Grocery Store,10963.62,46,4.6
ITEM0449,Mind,Beverages,Regular,8.97,254.0,0.019,OUT013,Large,Tier 2,Supermarket Type1,4363.63,30,2.7
ITEM0450,Relationship,Vegetables,Regular,0.79,282.6,0.208,OUT027,Medium,Tier 2,Grocery Store,9093.92,11,4.4
ITEM0451,Anyone,Beverages,Regular,2.87,406.21,0.102,OUT013,Medium,Tier 2,Grocery Store,16159.16,34,3.5
ITEM0452,Price,Bakery,Regular,7.72,119.48,0.091,OUT018,Medium,Tier 1,Supermarket Type2,5968.05,31,3.5
ITEM0453,Area,Bakery,Low Fat,4.74,266.41,0.058,OUT027,Small,Tier 3,Grocery Store,4238.47,16,4.6
ITEM0454,Only,Snacks,Low Fat,2.9,109.01,0.131,OUT018,Medium,Tier 1,Grocery Store,478.86,31,4.3
ITEM0455,Or,Frozen Foods,Low Fat,6.13,160.77,0.109,OUT010,Large,Tier 1,Supermarket Type2,9151.76,38,4.6
ITEM0456,Full,Household,Regular,3.21,336.62,0.122,OUT027,Large,Tier 3,Supermarket Type2,11292.2,26,3.6
ITEM0457,Mother,Fruits,Low Fat,4.61,48.15,0.15,OUT013,Small,Tier 2,Grocery Store,9380.66,17,3.7
ITEM0458,Listen,Frozen Foods,Low Fat,9.83,411.32,0.049,OUT018,Large,Tier 3,Grocery Store,687.61,21,3.2
ITEM0459,People,Snacks,Low Fat,7.43,479.18,0.031,OUT027,Small,Tier 2,Grocery Store,6920.14,35,3.7
ITEM0460,Including,Dairy,Regular,1.59,152.98,0.135,OUT018,Medium,Tier 2,Supermarket Type1,13549.67,19,4.3
ITEM0461,Meet,Frozen Foods,Low Fat,2.18,262.73,0.054,OUT010,Medium,Tier 2,Grocery Store,19772.0,38,3.0
ITEM0462,Subject,Beverages,Low Fat,1.88,89.11,0.206,OUT018,Medium,Tier 1,Supermarket Type1,7087.3,12,4.0
ITEM0463,Model,Beverages,Low Fat,9.38,29.64,0.187,OUT027,Medium,Tier 2,Grocery Store,13754.73,50,4.1
ITEM0464,Very,Household,Low Fat,9.13,91.39,0.015,OUT049,Large,Tier 1,Supermarket Type2,14277.59,17,4.2
ITEM0465,Affect,Bakery,Low Fat,0.54,253.84,0.045,OUT010,Large,Tier 2,Supermarket Type2,19430.16,56,3.9
ITEM0466,Low,Vegetables,Low Fat,6.08,158.28,0.132,OUT018,Small,Tier 1,Grocery Store,10166.48,36,4.3
ITEM0467,Activity,Snacks,Low Fat,9.93,176.18,0.245,OUT018,Small,Tier 3,Supermarket Type2,19855.99,15,4.2
ITEM0468,These,Bakery,Regular,4.66,229.55,0.034,OUT013,Large,Tier 1,Grocery Store,11871.51,24,4.9
ITEM0469,Project,Household,Regular,5.01,178.42,0.153,OUT010,Large,Tier 2,Supermarket Type1,18104.59,44,4.7
ITEM0470,Upon,Bakery,Regular,8.89,485.67,0.202,OUT010,Medium,Tier 2,Supermarket Type2,2178.52,49,2.7
ITEM0471,Eye,Snacks,Low Fat,1.41,246.76,0.031,OUT018,Medium,Tier 2,Supermarket Type2,6183.11,25,4.7
ITEM0472,History,Frozen Foods,Regular,8.56,169.65,0.119,OUT018,Large,Tier 2,Supermarket Type1,13844.95,21,3.9
ITEM0473,Seek,Household,Low Fat,1.75,251.26,0.213,OUT049,Medium,Tier 1,Grocery Store,4006.82,15,4.6
ITEM0474,Role,Household,Low Fat,6.94,61.15,0.217,OUT049,Small,Tier 1,Supermarket Type1,568.83,31,3.5
ITEM0475,Quality,Frozen Foods,Low Fat,0.79,42.12,0.149,OUT018,Large,Tier 3,Grocery Store,7806.21,54,3.5
ITEM0476,Especially,Vegetables,Low Fat,3.54,118.18,0.099,OUT010,Large,Tier 1,Grocery Store,13196.8,15,4.7
ITEM0477,Politics,Beverages,Low Fat,7.78,132.95,0.157,OUT010,Medium,Tier 3,Supermarket Type2,12441.04,21,4.5
ITEM0478,Raise,Bakery,Low Fat,5.72,379.83,0.154,OUT010,Large,Tier 3,Grocery Store,16875.6,44,4.3
ITEM0479,Our,Snacks,Regular,9.86,206.13,0.066,OUT027,Small,Tier 2,Supermarket Type2,9316.67,14,3.8
ITEM0480,Day,Dairy,Regular,0.72,407.93,0.185,OUT010,Medium,Tier 2,Supermarket Type1,7725.88,11,3.7
ITEM0481,Concern,Bakery,Regular,8.89,376.2,0.031,OUT013,Medium,Tier 1,Supermarket Type2,5655.36,59,3.3
ITEM0482,Process,Snacks,Low Fat,7.42,240.09,0.037,OUT013,Large,Tier 2,Supermarket Type2,12189.34,20,4.6
ITEM0483,Future,Dairy,Low Fat,6.51,305.34,0.147,OUT010,Small,Tier 1,Supermarket Type1,17415.36,57,4.2
ITEM0484,Recently,Dairy,Regular,3.26,27.12,0.113,OUT010,Medium,Tier 3,Grocery Store,1310.1,37,2.6
ITEM0485,Budget,Fruits,Low Fat,2.1,363.08,0.214,OUT013,Small,Tier 3,Grocery Store,17955.2,23,4.5
ITEM0486,Family,Snacks,Low Fat,4.28,123.44,0.084,OUT049,Medium,Tier 2,Supermarket Type2,7548.23,26,4.5
ITEM0487,Human,Household,Regular,9.09,222.14,0.242,OUT027,Medium,Tier 2,Supermarket Type2,5803.38,34,3.6
ITEM0488,Entire,Vegetables,Low Fat,0.86,367.57,0.094,OUT013,Small,Tier 3,Supermarket Type1,11064.08,13,4.2
ITEM0489,Democratic,Bakery,Regular,5.04,242.94,0.186,OUT013,Small,Tier 3,Supermarket Type1,7852.35,17,3.3
ITEM0490,Watch,Household,Regular,9.92,351.79,0.162,OUT049,Medium,Tier 1,Grocery Store,5972.84,24,4.6
ITEM0491,But,Vegetables,Low Fat,4.16,402.73,0.21,OUT010,Small,Tier 1,Supermarket Type1,12835.29,58,3.1
ITEM0492,Wear,Household,Regular,3.26,488.18,0.011,OUT013,Large,Tier 1,Supermarket Type1,11952.61,48,3.3
ITEM0493,Friend,Fruits,Regular,0.71,369.9,0.11,OUT018,Large,Tier 1,Supermarket Type1,16873.96,10,4.2
ITEM0494,Memory,Household,Regular,9.12,478.06,0.161,OUT049,Small,Tier 3,Supermarket Type1,12586.04,47,4.1
ITEM0495,True,Frozen Foods,Regular,2.16,441.47,0.094,OUT018,Medium,Tier 2,Grocery Store,6216.52,38,4.6
ITEM0496,Perhaps,Fruits,Regular,7.72,246.35,0.081,OUT010,Medium,Tier 3,Supermarket Type2,19635.78,34,4.7
ITEM0497,Character,Dairy,Low Fat,5.15,471.8,0.177,OUT013,Small,Tier 2,Grocery Store,14406.68,56,4.2
ITEM0498,Little,Frozen Foods,Regular,9.19,180.5,0.039,OUT049,Large,Tier 3,Supermarket Type2,8121.26,23,3.7
ITEM0499,Risk,Frozen Foods,Regular,3.92,160.74,0.042,OUT027,Large,Tier 2,Supermarket Type1,530.52,48,2.7
ITEM0500,Pretty,Frozen Foods,Regular,6.53,154.6,0.228,OUT049,Medium,Tier 1,Grocery Store,626.1,18,4.9
ITEM0501,Not,Snacks,Regular,3.87,453.27,0.179,OUT049,Small,Tier 1,Supermarket Type1,4645.77,26,4.0
ITEM0502,Those,Fruits,Low Fat,3.5,133.05,0.249,OUT027,Large,Tier 3,Grocery Store,5948.99,55,4.3
ITEM0503,About,Bakery,Low Fat,3.47,212.19,0.072,OUT013,Small,Tier 2,Supermarket Type1,5269.22,28,4.2
ITEM0504,Even,Vegetables,Regular,5.23,439.07,0.211,OUT013,Large,Tier 1,Supermarket Type2,15706.16,43,4.3
ITEM0505,Low,Vegetables,Regular,3.97,30.69,0.083,OUT013,Small,Tier 1,Supermarket Type2,8157.49,20,2.7
ITEM0506,Fact,Frozen Foods,Low Fat,1.42,421.05,0.04,OUT049,Large,Tier 3,Grocery Store,13231.16,56,2.7
ITEM0507,Star,Frozen Foods,Regular,8.06,153.21,0.083,OUT013,Small,Tier 3,Supermarket Type2,10001.66,58,4.7
ITEM0508,Look,Snacks,Regular,6.34,136.79,0.172,OUT013,Small,Tier 3,Supermarket Type2,13143.85,50,4.1
ITEM0509,Media,Dairy,Regular,1.65,118.4,0.11,OUT010,Large,Tier 3,Grocery Store,207.44,42,2.9
ITEM0510,Age,Bakery,Low Fat,3.83,413.06,0.022,OUT027,Large,Tier 1,Grocery Store,8437.87,57,4.2
ITEM0511,View,Vegetables,Low Fat,7.77,127.29,0.035,OUT010,Large,Tier 3,Supermarket Type2,11165.12,31,2.7
ITEM0512,Main,Snacks,Low Fat,8.11,406.72,0.024,OUT013,Large,Tier 3,Supermarket Type2,6438.67,54,4.3
ITEM0513,Line,Frozen Foods,Regular,4.6,460.58,0.23,OUT049,Small,Tier 1,Supermarket Type1,18841.97,50,4.6
ITEM0514,Number,Snacks,Regular,2.14,181.76,0.084,OUT018,Large,Tier 2,Grocery Store,7864.99,21,4.9
ITEM0515,Rise,Household,Regular,5.85,153.81,0.098,OUT018,Large,Tier 3,Supermarket Type2,12746.79,59,2.5
ITEM0516,Property,Vegetables,Low Fat,1.41,227.37,0.057,OUT013,Medium,Tier 3,Supermarket Type1,15057.6,38,3.6
ITEM0517,Expect,Beverages,Low Fat,9.68,282.29,0.242,OUT027,Large,Tier 1,Supermarket Type1,5110.2,43,4.7
ITEM0518,Decision,Household,Regular,9.06,141.11,0.148,OUT013,Small,Tier 1,Supermarket Type1,13474.85,12,3.1
ITEM0519,Thousand,Snacks,Regular,8.88,158.41,0.106,OUT027,Small,Tier 3,Supermarket Type1,2300.67,32,4.2
ITEM0520,Can,Beverages,Low Fat,7.31,385.79,0.07,OUT018,Small,Tier 2,Grocery Store,1972.59,27,3.9
ITEM0521,Second,Fruits,Low Fat,1.22,62.32,0.02,OUT010,Large,Tier 3,Supermarket Type1,13436.7,32,4.8
ITEM0522,Party,Snacks,Regular,4.83,160.49,0.196,OUT013,Small,Tier 3,Supermarket Type1,3319.01,13,4.4
ITEM0523,Will,Frozen Foods,Low Fat,9.06,147.63,0.087,OUT018,Medium,Tier 2,Supermarket Type2,19318.98,14,3.1
ITEM0524,Pattern,Fruits,Regular,4.09,259.93,0.066,OUT027,Medium,Tier 2,Supermarket Type2,12691.82,43,4.4
ITEM0525,Body,Vegetables,Low Fat,2.44,347.08,0.229,OUT013,Medium,Tier 3,Supermarket Type2,4023.52,30,3.9
ITEM0526,Claim,Snacks,Low Fat,8.95,438.6,0.231,OUT027,Large,Tier 3,Supermarket Type2,13916.05,38,2.8
ITEM0527,Lot,Frozen Foods,Low Fat,1.15,325.29,0.154,OUT049,Large,Tier 3,Supermarket Type2,9632.35,25,2.9
ITEM0528,Only,Snacks,Low Fat,8.96,126.74,0.078,OUT013,Small,Tier 3,Supermarket Type1,11695.27,32,4.2
ITEM0529,Light,Dairy,Low Fat,8.52,294.42,0.154,OUT018,Medium,Tier 3,Supermarket Type1,12276.6,10,2.8
ITEM0530,Peace,Beverages,Regular,1.12,429.84,0.081,OUT010,Medium,Tier 1,Supermarket Type1,8955.17,59,3.4
ITEM0531,Land,Dairy,Low Fat,3.22,465.48,0.195,OUT018,Large,Tier 1,Grocery Store,16843.11,52,3.8
ITEM0532,Power,Frozen Foods,Low Fat,1.69,219.37,0.081,OUT049,Medium,Tier 1,Supermarket Type1,15034.62,36,3.4
ITEM0533,Threat,Fruits,Regular,1.09,111.93,0.102,OUT018,Large,Tier 3,Supermarket Type1,12569.31,19,3.8
ITEM0534,Leg,Beverages,Regular,9.21,476.04,0.115,OUT049,Small,Tier 3,Supermarket Type1,16952.41,40,2.8
ITEM0535,Message,Dairy,Low Fat,8.56,375.75,0.152,OUT027,Medium,Tier 1,Supermarket Type1,7951.6,25,2.8
ITEM0536,For,Frozen Foods,Regular,5.43,412.92,0.133,OUT018,Small,Tier 1,Supermarket Type2,8161.33,17,2.7
ITEM0537,As,Bakery,Regular,9.2,405.51,0.191,OUT013,Small,Tier 3,Grocery Store,2366.76,34,3.1
ITEM0538,With,Household,Low Fat,8.98,93.12,0.066,OUT010,Small,Tier 3,Supermarket Type2,14951.71,37,4.1
ITEM0539,Similar,Bakery,Regular,8.88,139.38,0.014,OUT049,Small,Tier 2,Grocery Store,11240.78,20,3.0
ITEM0540,Compare,Household,Low Fat,6.2,426.54,0.016,OUT027,Medium,Tier 3,Grocery Store,2774.76,41,4.5
ITEM0541,Son,Snacks,Low Fat,7.32,147.75,0.137,OUT027,Medium,Tier 1,Supermarket Type2,3558.2,26,3.7
ITEM0542,While,Snacks,Low Fat,4.66,292.76,0.242,OUT010,Medium,Tier 1,Supermarket Type1,15913.04,49,3.2
ITEM0543,Simply,Frozen Foods,Low Fat,7.67,263.54,0.129,OUT010,Medium,Tier 2,Supermarket Type1,19713.86,19,4.9
ITEM0544,Do,Frozen Foods,Low Fat,1.02,335.5,0.243,OUT018,Large,Tier 1,Grocery Store,7552.04,17,4.6
ITEM0545,Red,Beverages,Low Fat,0.73,322.37,0.116,OUT013,Large,Tier 1,Supermarket Type2,17393.56,46,4.6
ITEM0546,Always,Vegetables,Regular,9.35,108.25,0.099,OUT049,Small,Tier 1,Grocery Store,17191.33,25,4.5
ITEM0547,Strong,Household,Regular,8.43,221.31,0.083,OUT027,Medium,Tier 2,Grocery Store,10731.1,12,4.1
ITEM0548,Any,Dairy,Low Fat,8.61,219.26,0.045,OUT049,Small,Tier 3,Supermarket Type2,3630.88,53,3.4
ITEM0549,Factor,Beverages,Regular,2.78,250.25,0.036,OUT049,Medium,Tier 3,Supermarket Type2,14329.73,29,3.2
ITEM0550,Late,Household,Low Fat,8.16,385.56,0.151,OUT049,Small,Tier 1,Supermarket Type1,15116.7,22,4.8
ITEM0551,Between,Vegetables,Regular,6.16,355.04,0.149,OUT013,Large,Tier 2,Supermarket Type2,8616.8,50,4.3
ITEM0552,My,Household,Regular,5.26,270.45,0.111,OUT027,Small,Tier 2,Supermarket Type2,2399.96,11,3.5
ITEM0553,Ago,Bakery,Low Fat,4.26,61.09,0.065,OUT010,Large,Tier 2,Grocery Store,18153.17,46,3.6
ITEM0554,Fire,Snacks,Low Fat,7.34,446.13,0.064,OUT010,Large,Tier 2,Supermarket Type1,2805.58,31,3.4
ITEM0555,Suggest,Snacks,Regular,7.57,324.89,0.034,OUT010,Small,Tier 3,Supermarket Type2,16997.44,27,4.3
ITEM0556,Although,Bakery,Low Fat,6.09,487.78,0.223,OUT018,Medium,Tier 1,Grocery Store,10483.83,48,4.9
ITEM0557,Provide,Dairy,Low Fat,5.18,359.89,0.082,OUT018,Medium,Tier 2,Grocery Store,19213.6,49,3.2
ITEM0558,Million,Fruits,Low Fat,2.44,205.93,0.178,OUT018,Large,Tier 2,Grocery Store,16467.75,37,3.0
ITEM0559,Kind,Snacks,Regular,7.76,315.58,0.223,OUT013,Medium,Tier 1,Supermarket Type1,17294.61,40,3.1
ITEM0560,Low,Dairy,Low Fat,7.66,175.14,0.115,OUT013,Large,Tier 2,Grocery Store,13018.75,54,3.6
ITEM0561,Method,Fruits,Low Fat,5.68,213.65,0.122,OUT010,Medium,Tier 1,Supermarket Type1,19491.68,10,2.8
ITEM0562,Discover,Beverages,Regular,6.42,436.53,0.021,OUT010,Large,Tier 1,Grocery Store,4048.56,11,4.0
ITEM0563,Protect,Vegetables,Regular,9.57,57.39,0.101,OUT013,Small,Tier 2,Grocery Store,4240.79,23,3.1
ITEM0564,From,Frozen Foods,Low Fat,6.11,466.64,0.212,OUT018,Large,Tier 2,Supermarket Type1,392.85,10,4.0
ITEM0565,Year,Snacks,Low Fat,7.13,327.64,0.194,OUT049,Medium,Tier 3,Supermarket Type1,11114.18,25,3.9
ITEM0566,Young,Frozen Foods,Low Fat,3.31,45.96,0.108,OUT049,Large,Tier 1,Supermarket Type2,4641.59,33,4.8
ITEM0567,Manager,Snacks,Regular,8.76,361.37,0.127,OUT049,Small,Tier 2,Supermarket Type1,4695.89,22,3.3
ITEM0568,Seat,Dairy,Regular,9.64,55.93,0.198,OUT018,Small,Tier 1,Supermarket Type1,12112.51,30,2.8
ITEM0569,Material,Vegetables,Low Fat,8.22,331.34,0.213,OUT018,Medium,Tier 2,Supermarket Type2,19963.46,49,2.7
ITEM0570,For,Snacks,Regular,8.66,349.68,0.166,OUT013,Small,Tier 2,Grocery Store,13899.77,50,4.5
ITEM0571,Doctor,Frozen Foods,Low Fat,3.8,446.71,0.109,OUT010,Large,Tier 1,Supermarket Type1,2563.0,22,4.8
ITEM0572,Behind,Bakery,Low Fat,1.09,460.4,0.208,OUT010,Small,Tier 2,Grocery Store,3404.38,59,2.6
ITEM0573,Success,Bakery,Regular,6.33,331.23,0.082,OUT049,Large,Tier 2,Supermarket Type1,4242.94,46,3.1
ITEM0574,Traditional,Bakery,Low Fat,4.22,408.36,0.104,OUT013,Small,Tier 3,Grocery Store,2210.79,59,2.7
ITEM0575,Establish,Household,Regular,7.04,155.76,0.126,OUT010,Medium,Tier 1,Grocery Store,10366.55,44,2.9
ITEM0576,Deal,Snacks,Low Fat,9.76,213.47,0.107,OUT013,Medium,Tier 2,Supermarket Type2,7317.14,43,3.0
ITEM0577,Field,Vegetables,Regular,1.14,405.96,0.224,OUT010,Medium,Tier 2,Grocery Store,18136.0,52,4.4
ITEM0578,Free,Snacks,Low Fat,0.94,479.88,0.058,OUT027,Small,Tier 3,Grocery Store,17685.35,18,4.2
ITEM0579,After,Household,Low Fat,8.23,27.52,0.097,OUT049,Large,Tier 2,Supermarket Type1,11560.71,48,2.5
ITEM0580,Onto,Fruits,Regular,5.53,473.65,0.118,OUT010,Medium,Tier 3,Grocery Store,4648.18,11,4.7
ITEM0581,Might,Dairy,Regular,9.47,394.11,0.166,OUT010,Medium,Tier 1,Supermarket Type1,17202.01,51,3.8
ITEM0582,Their,Bakery,Low Fat,0.89,372.61,0.207,OUT010,Large,Tier 3,Supermarket Type2,7153.53,26,2.7
ITEM0583,Consumer,Household,Regular,7.52,112.26,0.082,OUT049,Large,Tier 3,Grocery Store,18644.53,33,3.2
ITEM0584,Rate,Frozen Foods,Regular,8.76,253.97,0.216,OUT010,Small,Tier 1,Supermarket Type1,198.97,45,5.0
ITEM0585,Open,Bakery,Low Fat,3.0,260.52,0.189,OUT027,Medium,Tier 1,Supermarket Type2,18689.22,50,3.6
ITEM0586,Day,Frozen Foods,Regular,3.97,194.33,0.202,OUT049,Small,Tier 2,Supermarket Type2,730.31,19,2.5
ITEM0587,Partner,Household,Regular,7.31,73.87,0.179,OUT049,Large,Tier 3,Supermarket Type1,12149.98,53,4.4
ITEM0588,Feeling,Bakery,Regular,2.11,264.42,0.221,OUT018,Small,Tier 3,Supermarket Type1,1316.25,16,3.2
ITEM0589,Blood,Fruits,Low Fat,9.89,244.98,0.231,OUT049,Medium,Tier 2,Grocery Store,13817.11,33,3.3
ITEM0590,Play,Fruits,Regular,1.79,494.99,0.152,OUT027,Small,Tier 3,Supermarket Type1,13870.64,42,4.3
ITEM0591,Leg,Snacks,Low Fat,9.35,76.39,0.125,OUT013,Medium,Tier 3,Supermarket Type2,6110.05,18,4.1
ITEM0592,Role,Beverages,Low Fat,1.65,416.51,0.217,OUT010,Small,Tier 3,Supermarket Type2,6812.97,11,4.2
ITEM0593,Mr,Frozen Foods,Low Fat,1.71,231.07,0.183,OUT010,Large,Tier 3,Grocery Store,6509.82,40,3.2
ITEM0594,Idea,Frozen Foods,Regular,4.64,92.03,0.249,OUT049,Large,Tier 2,Grocery Store,14257.18,45,3.8
ITEM0595,Become,Frozen Foods,Low Fat,7.23,263.16,0.143,OUT027,Medium,Tier 3,Supermarket Type2,14723.5,31,5.0
ITEM0596,Outside,Fruits,Regular,8.93,89.5,0.163,OUT049,Small,Tier 1,Supermarket Type2,7686.2,33,4.4
ITEM0597,Wonder,Vegetables,Low Fat,8.06,395.78,0.222,OUT049,Small,Tier 1,Grocery Store,1184.54,21,4.3
ITEM0598,Enjoy,Bakery,Low Fat,4.64,301.24,0.057,OUT010,Large,Tier 2,Supermarket Type2,17766.08,56,3.4
ITEM0599,Hold,Household,Low Fat,0.86,400.74,0.089,OUT010,Large,Tier 1,Supermarket Type1,19854.1,55,3.5
ITEM0600,Close,Vegetables,Low Fat,6.35,260.9,0.061,OUT027,Large,Tier 3,Supermarket Type1,16173.83,24,2.9
ITEM0601,Between,Bakery,Low Fat,1.85,55.53,0.064,OUT010,Small,Tier 3,Grocery Store,4017.4,40,4.1
ITEM0602,Talk,Beverages,Low Fat,4.07,166.19,0.179,OUT049,Small,Tier 1,Supermarket Type2,2434.74,56,3.9
ITEM0603,Choose,Frozen Foods,Regular,8.35,159.08,0.077,OUT010,Large,Tier 1,Grocery Store,16756.33,15,4.1
ITEM0604,Least,Bakery,Regular,3.37,312.93,0.062,OUT010,Large,Tier 2,Supermarket Type1,10572.37,20,2.8
ITEM0605,Next,Snacks,Regular,1.28,134.8,0.05,OUT018,Small,Tier 3,Grocery Store,9515.33,52,4.9
ITEM0606,Yourself,Fruits,Regular,1.29,117.95,0.041,OUT018,Medium,Tier 2,Supermarket Type1,3402.59,41,3.7
ITEM0607,Box,Fruits,Regular,7.35,30.29,0.014,OUT013,Large,Tier 2,Supermarket Type1,2701.68,38,3.3
ITEM0608,World,Vegetables,Low Fat,3.56,147.87,0.037,OUT010,Medium,Tier 1,Supermarket Type1,3921.09,20,3.9
ITEM0609,Line,Beverages,Regular,5.95,169.68,0.165,OUT049,Small,Tier 1,Supermarket Type1,14654.71,42,3.2
ITEM0610,Degree,Frozen Foods,Low Fat,7.32,434.74,0.051,OUT013,Large,Tier 2,Grocery Store,14283.01,45,3.5
ITEM0611,Sign,Fruits,Low Fat,9.19,249.71,0.051,OUT049,Large,Tier 1,Grocery Store,17694.56,29,3.5
ITEM0612,Quickly,Household,Regular,4.0,24.25,0.23,OUT013,Large,Tier 3,Supermarket Type1,14365.23,32,4.6
ITEM0613,Movement,Household,Low Fat,2.63,493.26,0.015,OUT049,Medium,Tier 1,Grocery Store,19767.27,29,4.1
ITEM0614,Time,Fruits,Low Fat,4.37,335.97,0.082,OUT010,Large,Tier 1,Supermarket Type2,11037.38,39,4.1
ITEM0615,Why,Beverages,Regular,8.69,195.82,0.125,OUT049,Medium,Tier 1,Supermarket Type1,11464.82,50,4.2
ITEM0616,Part,Vegetables,Regular,1.3,404.14,0.116,OUT010,Large,Tier 2,Supermarket Type1,12360.05,41,3.2
ITEM0617,Mean,Household,Low Fat,6.13,49.97,0.071,OUT049,Small,Tier 1,Grocery Store,7443.03,10,3.6
ITEM0618,Decide,Dairy,Regular,6.22,256.51,0.234,OUT027,Medium,Tier 2,Grocery Store,17231.01,26,3.6
ITEM0619,Network,Dairy,Regular,9.69,208.84,0.249,OUT027,Medium,Tier 2,Supermarket Type1,8981.89,10,2.5
ITEM0620,Like,Vegetables,Regular,4.91,118.33,0.205,OUT049,Small,Tier 2,Grocery Store,16023.45,36,2.9
ITEM0621,Third,Bakery,Regular,3.88,432.98,0.062,OUT013,Large,Tier 1,Grocery Store,12627.12,25,4.9
ITEM0622,Image,Fruits,Low Fat,9.58,218.19,0.068,OUT049,Small,Tier 3,Supermarket Type1,1670.86,51,2.8
ITEM0623,Teach,Fruits,Low Fat,8.29,449.71,0.166,OUT013,Small,Tier 2,Grocery Store,3574.61,36,4.8
ITEM0624,Close,Bakery,Regular,7.1,90.96,0.033,OUT013,Small,Tier 2,Supermarket Type1,16492.57,45,4.5
